"","State","Psychotherapy","Electroconvulsive","Substance Abuse","Emergency","Alzheimer's or Dementia","Eating Disorder","PTSD","Ownership"
"7342","NJ","Yes","No","No","No","No","No","No","Private Non-Profit"
"7343","NJ","Yes","Yes","Yes","Yes","Yes","No","Yes","Private Non-Profit"
"7344","NJ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7345","NJ","Yes","No","Yes","No","No","No","Yes","Public"
"7346","NJ","Yes","No","No","No","No","Yes","Yes","Private For-Profit"
"7347","NJ","Yes","No","Yes","Yes","No","Yes","No","Private Non-Profit"
"7348","NJ","Yes","No","No","No","No","No","No","Private Non-Profit"
"7349","NJ","No","No","No","No","No","No","No","Private Non-Profit"
"7350","NJ","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7351","NJ","Yes","No","No","No","No","No","No","Private Non-Profit"
"7352","NJ","No","No","Yes","No","No","Yes","Yes","Private For-Profit"
"7353","NJ","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7354","NJ","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7355","NJ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7356","NJ","Yes","No","No","No","No","No","Yes","Private For-Profit"
"7357","NJ","Yes","No","No","No","No","No","Yes","Private For-Profit"
"7358","NJ","Yes","No","No","No","No","No","No","Private Non-Profit"
"7359","NJ","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7360","NJ","No","No","No","No","No","No","No","Private Non-Profit"
"7361","NJ","Yes","No","No","Yes","Yes","Yes","Yes","Private Non-Profit"
"7362","NJ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7363","NJ","Yes","No","Yes","No","Yes","No","Yes","Public"
"7364","NJ","Yes","No","No","No","Yes","No","No","Private Non-Profit"
"7365","NJ","Yes","No","No","No","No","No","No","Private Non-Profit"
"7366","NJ","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
"7367","NJ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7368","NJ","No","No","Yes","No","No","No","No","Private Non-Profit"
"7369","NJ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7370","NJ","No","No","Yes","No","No","No","No","Private Non-Profit"
"7371","NJ","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7372","NJ","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7373","NM","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7374","NM","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7375","NM","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7376","NM","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"7377","NM","Yes","No","No","No","No","No","No","Private Non-Profit"
"7378","NM","Yes","No","No","No","No","No","No","Private Non-Profit"
"7379","NM","Yes","No","No","No","No","No","No","Private For-Profit"
"7380","NM","Yes","Yes","Yes","Yes","No","No","No","Public"
"7381","NM","Yes","Yes","Yes","No","No","No","No","Private Non-Profit"
"7382","NM","Yes","No","No","No","No","No","No","Private Non-Profit"
"7383","NM","Yes","No","No","No","No","No","Yes","Public"
"7384","NM","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"7385","NM","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7386","NM","Yes","Yes","Yes","Yes","No","No","Yes","Public"
"7387","NM","Yes","No","No","No","No","No","No","Private Non-Profit"
"7388","NM","Yes","No","No","Yes","No","No","Yes","Private For-Profit"
"7389","NM","No","No","Yes","No","No","No","No","Public"
"7390","NM","Yes","No","Yes","No","No","No","No","Public"
"7391","NM","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7392","NM","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"7393","NM","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7394","NM","Yes","No","Yes","No","No","No","No","Private For-Profit"
"7395","NM","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7396","NM","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7397","NM","Yes","No","Yes","Yes","Yes","Yes","Yes","Private For-Profit"
"7398","NM","Yes","No","No","No","No","No","No","Private For-Profit"
"7399","NM","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"7400","NM","Yes","No","Yes","Yes","No","No","No","Public"
"7401","NM","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7402","NM","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7403","NM","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7404","NM","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7405","NM","Yes","No","Yes","No","No","No","Yes","Public"
"7406","NM","No","No","No","No","No","No","No","Private Non-Profit"
"7407","NM","Yes","No","No","No","No","No","Yes","Public"
"7408","NM","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7409","NM","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"7410","NM","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7411","NM","Yes","No","Yes","Yes","Yes","Yes","Yes","Public"
"7412","NM","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"7413","NM","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7414","NM","Yes","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"7415","NM","Yes","No","No","No","No","No","No","Private Non-Profit"
"7416","NM","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7417","NM","Yes","No","Yes","Yes","No","No","No","Public"
"7418","NM","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7419","NM","Yes","No","No","Yes","No","No","No","Public"
"7420","NM","Yes","Yes","Yes","No","Yes","No","Yes","Private Non-Profit"
"7421","NM","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7422","NM","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7423","NM","Yes","No","Yes","No","No","No","No","Public"
"7424","NM","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7425","NM","Yes","No","No","No","No","No","No","Private Non-Profit"
"7426","NM","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7427","NM","Yes","No","No","No","No","No","No","Private Non-Profit"
"7428","NM","Yes","No","Yes","Yes","No","Yes","Yes","Private Non-Profit"
"7429","NM","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7430","NM","Yes","No","No","Yes","No","No","No","Public"
"7431","NM","Yes","No","Yes","No","No","No","No","Public"
"7432","NM","Yes","No","No","Yes","No","No","No","Public"
"7433","NM","Yes","No","Yes","No","No","No","No","Public"
"7434","NM","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7435","NM","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7436","NM","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7437","NM","Yes","No","Yes","Yes","No","No","No","Public"
"7438","NM","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"7439","NM","Yes","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"7440","NM","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7441","NM","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7442","NV","Yes","No","No","No","No","No","No","Public"
"7443","NV","Yes","No","Yes","Yes","Yes","Yes","Yes","Private Non-Profit"
"7444","NV","Yes","No","No","No","No","No","No","Private For-Profit"
"7445","NV","Yes","No","No","No","No","No","No","Public"
"7446","NV","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7447","NV","Yes","No","Yes","No","No","No","Yes","Public"
"7448","NV","Yes","No","Yes","Yes","Yes","Yes","Yes","Private For-Profit"
"7449","NV","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7450","NV","Yes","No","No","No","No","No","No","Public"
"7451","NV","Yes","No","Yes","Yes","No","Yes","Yes","Private For-Profit"
"7452","NV","Yes","No","Yes","Yes","Yes","Yes","Yes","Public"
"7453","NV","Yes","No","Yes","No","No","No","No","Private For-Profit"
"7454","NV","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7455","NV","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7456","NV","Yes","Yes","Yes","Yes","Yes","No","Yes","Private For-Profit"
"7457","NV","Yes","No","No","No","No","No","Yes","Private For-Profit"
"7458","NV","Yes","No","Yes","Yes","No","Yes","Yes","Private Non-Profit"
"7459","NV","Yes","No","Yes","Yes","No","No","Yes","Public"
"7460","NV","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7461","NV","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"7462","NV","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7463","NV","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"7464","NV","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
"7465","NV","Yes","No","Yes","No","No","Yes","Yes","Public"
"7466","NV","Yes","No","No","No","No","No","No","Public"
"7467","NV","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"7468","NV","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7469","NV","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"7470","NV","No","No","No","No","No","No","Yes","Public"
"7471","NV","Yes","No","No","No","No","No","No","Public"
"7472","NV","Yes","No","No","No","No","No","No","Public"
"7473","NV","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
"7474","NV","Yes","No","No","No","No","No","Yes","Public"
"7475","NV","Yes","No","Yes","Yes","No","Yes","Yes","Private For-Profit"
"7476","NV","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7477","NV","Yes","Yes","No","Yes","Yes","No","Yes","Private For-Profit"
"7478","NV","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7479","NV","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"7480","NV","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7481","NV","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7482","NV","Yes","No","No","Yes","No","No","Yes","Public"
"7483","NV","Yes","No","No","Yes","No","No","Yes","Public"
"7484","NV","Yes","No","No","Yes","No","No","No","Public"
"7485","NV","Yes","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"7486","NV","Yes","No","No","Yes","No","No","Yes","Public"
"7487","NV","Yes","No","No","Yes","No","Yes","Yes","Public"
"7488","NV","Yes","No","No","Yes","No","No","No","Public"
"7489","NV","Yes","No","No","Yes","No","No","No","Public"
"7490","NV","Yes","No","No","Yes","No","No","No","Public"
"7491","NV","Yes","No","No","Yes","No","No","No","Public"
"7492","NV","Yes","No","No","Yes","No","No","Yes","Public"
"7493","NV","Yes","No","No","No","No","No","No","Public"
"7494","NV","Yes","No","No","No","No","No","No","Public"
"7495","NV","Yes","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"7496","NV","Yes","No","No","Yes","No","No","No","Public"
"7497","NV","Yes","No","Yes","Yes","No","No","No","Public"
"7498","NV","Yes","No","No","No","No","No","Yes","Private For-Profit"
"7499","NV","Yes","No","Yes","Yes","No","No","Yes","Public"
"7500","NV","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7501","NV","No","No","Yes","Yes","No","Yes","No","Private For-Profit"
"7502","NV","Yes","No","No","No","No","No","Yes","Public"
"7503","NV","No","No","Yes","No","No","No","Yes","Private For-Profit"
"7504","NV","Yes","No","No","Yes","No","No","No","Public"
"7505","NV","Yes","No","Yes","Yes","No","No","Yes","Public"
"7506","NV","Yes","No","Yes","Yes","Yes","Yes","Yes","Private Non-Profit"
"7507","NV","Yes","No","No","No","No","No","Yes","Public"
"7508","NY","Yes","No","Yes","Yes","No","No","No","Public"
"7509","NY","Yes","No","Yes","Yes","No","No","Yes","Public"
"7510","NY","Yes","No","No","No","No","No","No","Public"
"7511","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7512","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7513","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7514","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7515","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7516","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7517","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7518","NY","Yes","No","Yes","Yes","No","No","Yes","Public"
"7519","NY","Yes","No","Yes","Yes","No","No","No","Public"
"7520","NY","Yes","Yes","No","No","No","No","No","Private Non-Profit"
"7521","NY","No","No","No","No","No","No","Yes","Private Non-Profit"
"7522","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7523","NY","Yes","No","No","Yes","Yes","Yes","Yes","Public"
"7524","NY","Yes","No","Yes","Yes","Yes","No","Yes","Public"
"7525","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7526","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7527","NY","Yes","No","No","Yes","No","No","No","Public"
"7528","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7529","NY","Yes","No","Yes","No","No","No","No","Public"
"7530","NY","Yes","No","No","No","No","No","Yes","Public"
"7531","NY","Yes","No","No","Yes","No","No","Yes","Public"
"7532","NY","Yes","No","Yes","No","No","No","Yes","Public"
"7533","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7534","NY","Yes","No","Yes","Yes","Yes","Yes","Yes","Private Non-Profit"
"7535","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7536","NY","Yes","No","No","No","No","No","Yes","Public"
"7537","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7538","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7539","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7540","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7541","NY","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"7542","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7543","NY","Yes","No","Yes","No","No","No","No","Private For-Profit"
"7544","NY","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"7545","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7546","NY","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"7547","NY","No","No","No","No","No","No","No","Private Non-Profit"
"7548","NY","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"7549","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7550","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7551","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7552","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7553","NY","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"7554","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7555","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7556","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7557","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7558","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7559","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7560","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7561","NY","Yes","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"7562","NY","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"7563","NY","Yes","No","Yes","No","No","No","No","Public"
"7564","NY","Yes","No","Yes","No","No","No","No","Public"
"7565","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7566","NY","Yes","No","No","No","Yes","Yes","Yes","Private For-Profit"
"7567","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7568","NY","Yes","No","No","No","No","No","No","Public"
"7569","NY","Yes","No","Yes","No","No","No","Yes","Public"
"7570","NY","Yes","No","No","Yes","No","No","Yes","Public"
"7571","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7572","NY","Yes","No","Yes","Yes","No","No","No","Public"
"7573","NY","Yes","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"7574","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7575","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7576","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7577","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7578","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7579","NY","Yes","Yes","Yes","No","No","No","No","Private Non-Profit"
"7580","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7581","NY","Yes","No","Yes","Yes","Yes","No","No","Public"
"7582","NY","Yes","No","No","Yes","Yes","Yes","Yes","Public"
"7583","NY","Yes","No","Yes","No","No","No","Yes","Public"
"7584","NY","Yes","No","Yes","Yes","No","No","Yes","Public"
"7585","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7586","NY","Yes","Yes","No","Yes","No","Yes","Yes","Private Non-Profit"
"7587","NY","Yes","No","Yes","Yes","Yes","No","No","Public"
"7588","NY","Yes","No","Yes","No","No","No","No","Public"
"7589","NY","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Public"
"7590","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7591","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7592","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7593","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7594","NY","Yes","No","No","No","No","No","No","Public"
"7595","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7596","NY","Yes","Yes","No","No","No","No","No","Private Non-Profit"
"7597","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7598","NY","No","No","No","Yes","No","No","No","Private Non-Profit"
"7599","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7600","NY","Yes","No","No","Yes","No","No","No","Public"
"7601","NY","Yes","No","No","No","No","No","No","Public"
"7602","NY","Yes","No","No","Yes","No","No","Yes","Public"
"7603","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7604","NY","Yes","No","Yes","Yes","No","No","No","Public"
"7605","NY","Yes","No","Yes","Yes","No","No","No","Public"
"7606","NY","Yes","No","Yes","No","No","Yes","Yes","Public"
"7607","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7608","NY","Yes","No","Yes","Yes","No","No","No","Public"
"7609","NY","Yes","No","Yes","No","No","No","No","Public"
"7610","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7611","NY","No","No","No","No","No","No","No","Private Non-Profit"
"7612","NY","No","No","No","No","No","No","No","Private Non-Profit"
"7613","NY","Yes","No","Yes","Yes","No","No","No","Public"
"7614","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7615","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7616","NY","Yes","No","No","Yes","No","No","Yes","Public"
"7617","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7618","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7619","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7620","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7621","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7622","NY","Yes","No","Yes","No","No","No","No","Public"
"7623","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7624","NY","Yes","No","Yes","No","No","No","No","Public"
"7625","NY","Yes","No","Yes","Yes","No","No","No","Public"
"7626","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7627","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7628","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7629","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7630","NY","Yes","No","Yes","Yes","No","No","Yes","Public"
"7631","NY","Yes","No","No","Yes","No","No","No","Public"
"7632","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7633","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7634","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7635","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7636","NY","Yes","No","Yes","Yes","No","Yes","Yes","Public"
"7637","NY","Yes","No","No","Yes","No","No","Yes","Public"
"7638","NY","Yes","No","No","Yes","No","No","Yes","Public"
"7639","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7640","NY","Yes","No","No","No","No","Yes","Yes","Private For-Profit"
"7641","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7642","NY","Yes","No","No","No","No","No","No","Public"
"7643","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7644","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7645","NY","Yes","No","No","Yes","No","No","Yes","Public"
"7646","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7647","NY","Yes","No","Yes","Yes","Yes","Yes","Yes","Public"
"7648","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7649","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7650","NY","Yes","No","Yes","No","No","No","No","Public"
"7651","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7652","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7653","NY","Yes","No","Yes","No","No","No","No","Public"
"7654","NY","Yes","No","No","Yes","No","Yes","Yes","Public"
"7655","NY","Yes","No","Yes","No","No","Yes","Yes","Public"
"7656","NY","Yes","Yes","Yes","Yes","No","No","No","Private Non-Profit"
"7657","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7658","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7659","NY","Yes","No","No","No","No","No","No","Public"
"7660","NY","Yes","No","No","No","No","No","No","Public"
"7661","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7662","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7663","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7664","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7665","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7666","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7667","NY","Yes","No","Yes","Yes","No","No","Yes","Public"
"7668","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7669","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7670","NY","Yes","No","Yes","Yes","No","No","Yes","Public"
"7671","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7672","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7673","NY","Yes","No","Yes","No","No","No","No","Public"
"7674","NY","Yes","No","No","No","No","No","No","Public"
"7675","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7676","NY","Yes","No","No","No","No","No","Yes","Public"
"7677","NY","Yes","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"7678","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7679","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7680","NY","Yes","No","No","No","No","No","No","Public"
"7681","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7682","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7683","NY","Yes","No","Yes","No","No","No","Yes","Public"
"7684","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7685","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7686","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7687","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7688","NY","Yes","No","Yes","Yes","No","No","No","Public"
"7689","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7690","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7691","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7692","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7693","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7694","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7695","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7696","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7697","NY","Yes","No","No","No","No","Yes","No","Private Non-Profit"
"7698","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7699","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7700","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7701","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7702","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7703","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7704","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7705","NY","Yes","Yes","No","No","Yes","No","Yes","Private For-Profit"
"7706","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7707","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7708","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7709","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7710","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7711","NY","Yes","No","Yes","Yes","No","No","No","Public"
"7712","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7713","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7714","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7715","NY","Yes","No","Yes","Yes","No","No","No","Public"
"7716","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7717","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7718","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7719","NY","Yes","Yes","Yes","Yes","No","No","Yes","Public"
"7720","NY","Yes","Yes","Yes","Yes","No","No","Yes","Public"
"7721","NY","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"7722","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7723","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7724","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7725","NY","Yes","No","No","No","No","No","Yes","Private For-Profit"
"7726","NY","Yes","No","No","No","No","No","Yes","Public"
"7727","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7728","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7729","NY","No","No","No","No","No","No","No","Private Non-Profit"
"7730","NY","No","No","No","No","No","No","No","Private Non-Profit"
"7731","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7732","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7733","NY","Yes","No","Yes","No","No","No","Yes","Public"
"7734","NY","Yes","No","No","Yes","No","No","Yes","Public"
"7735","NY","Yes","No","Yes","Yes","No","Yes","Yes","Private Non-Profit"
"7736","NY","Yes","No","No","Yes","Yes","No","No","Private Non-Profit"
"7737","NY","Yes","No","No","Yes","No","No","No","Public"
"7738","NY","Yes","No","No","Yes","No","Yes","Yes","Public"
"7739","NY","Yes","No","No","Yes","No","Yes","Yes","Public"
"7740","NY","Yes","No","No","No","Yes","No","Yes","Public"
"7741","NY","Yes","No","No","Yes","No","No","No","Public"
"7742","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7743","NY","Yes","No","No","Yes","No","No","No","Public"
"7744","NY","Yes","No","No","Yes","No","No","Yes","Public"
"7745","NY","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"7746","NY","No","No","No","No","No","No","No","Private Non-Profit"
"7747","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7748","NY","Yes","No","Yes","No","No","No","No","Private For-Profit"
